MODZCTA,mean_kde,scaled_kde_0_100
11355.0,207.45807644345183,15.698586045585332
11232.0,203.98283654813602,15.43528871039028
11374.0,188.57582137897813,14.267994894841932
11209.0,187.0766118863776,14.154409106179427
11419.0,186.38259008472986,14.101827386227539
10044.0,184.58861926091282,13.965909362851551
11691.0,177.54730985059362,13.432433096502342
11228.0,167.7067974113687,12.68687860810745
11101.0,165.83856206422317,12.545334023204509
11379.0,162.75632287588783,12.311811909863117
11435.0,158.68553988303,12.003393974277866
11106.0,158.37187575868452,11.979629592372095
11231.0,156.16653927077712,11.812544948443746
11224.0,153.01673485687823,11.573903837744298
11418.0,149.8397498842658,11.333203424984
11354.0,147.87927807571447,11.184670656465672
11433.0,146.59263469588475,11.087189681494092
11234.0,146.54770773917616,11.08378584511556
11222.0,131.82736274154135,9.968516762180247
10474.0,130.90024279318993,9.898274643891916
11239.0,126.28634972071619,9.548708631918272
11102.0,125.81865513000326,9.513274318567461
11103.0,122.68833067679488,9.276109083460497
11415.0,117.57297767956156,8.888550568559422
11420.0,116.24186737742713,8.787700611157897
11416.0,112.77368351822632,8.52493786798011
10282.0,109.8733576077955,8.305198193477954
11417.0,104.25294946637597,7.8793747882106
11109.0,97.82902158255364,7.392673684331291
10006.0,97.33641269832036,7.355351769753005
10471.0,95.82624633618398,7.240935847160824
11367.0,93.61534328877677,7.073429459604219
10475.0,90.08746757105393,6.806144235171864
10301.0,89.88761517392406,6.791002660724711
10465.0,87.0432806472264,6.575505105493429
10005.0,86.02064037288368,6.498026005572729
10304.0,80.4356226135816,6.074883909677893
11421.0,78.21698331492499,5.906791394429467
11414.0,77.26058797351628,5.834331261497265
11378.0,76.4305288123576,5.771442836015645
11105.0,74.9835841367937,5.661816827818583
11412.0,74.54995559113681,5.628963487049258
10280.0,72.92368798158574,5.5057512942777675
11366.0,71.03746864841999,5.362844174488616
11365.0,70.80536292172984,5.345258965650689
11423.0,70.29958334536836,5.306939189559388
10310.0,70.11021772584064,5.292592133096778
10314.0,69.06106789179837,5.213104568541595
11413.0,64.75988621673167,4.88723075627289
11369.0,61.46311480540155,4.637454869284354
11358.0,60.95643493855872,4.5990668837767865
10305.0,60.2773448578576,4.547616447550211
11370.0,56.945314545139986,4.295169212667175
11357.0,56.77775574354224,4.282474323313312
11428.0,55.04625737547475,4.151289449767964
10004.0,52.91775479708647,3.990026033794632
11422.0,49.74536673190866,3.7496739001500554
10312.0,48.415319376707494,3.6489044756335733
11356.0,48.282341393942296,3.63882956007195
10306.0,43.3169862788967,3.262635452767071
11429.0,43.02793797011102,3.2407360582681513
11364.0,41.971044181519034,3.1606617823899428
11436.0,40.98307205325754,3.0858092725045503
11361.0,39.296867208701556,2.958056007826909
11427.0,37.0708239616823,2.789402541411794
10303.0,36.18337143396227,2.7221657771309316
10308.0,33.1805918739051,2.4946638261413354
11692.0,31.798230477908337,2.3899308917810194
11411.0,30.167035222452846,2.266345361894826
11434.0,29.575699691973206,2.2215435427193198
10302.0,26.5005167106676,1.9885560343443436
11694.0,24.70774822644789,1.8527291047695063
10309.0,23.400342785170654,1.7536751173967797
11426.0,21.053232674486956,1.5758491669104968
11360.0,15.971487524150453,1.190836909763168
10464.0,15.2788134653076,1.1383572999100788
11362.0,14.702772000162891,1.0947142170429396
11004.0,14.216839261804806,1.0578981125587072
11693.0,10.71996405638629,0.7929616043374009
10307.0,8.63091445060993,0.634687294977469
11363.0,4.256817952977011,0.303289179622873
11697.0,0.25372898869943605,0.0
