MODZCTA,high_mean_energy,high_max_energy,high_dominant_scale,med_mean_energy,med_max_energy,med_dominant_scale,low_mean_energy,low_max_energy,low_dominant_scale
10037,1.1558686594073746,5.097888867687149,127,0.15823575679171276,0.3584149166038164,127,0.16777469418305607,0.3515686872803275,123
10038,1.1885214764952448,3.2964996128918704,105,0.19088423354965373,0.4978073639452229,127,0.20713391027103445,0.46863990784748355,125
10039,1.6538413359031148,7.499290918358886,127,0.15606898841139086,0.3738415043530046,126,0.18699038203118568,0.4145129616997889,127
10040,1.0032065972095114,2.9540610044614106,89,0.1945596289062948,0.5761166002074967,127,0.1770561258695274,0.4186079870052975,124
10044,4.496376405324292,9.38956420267963,127,0.6617784582422124,2.362164634209919,127,0.5177574441626915,1.835138798492777,127
10065,0.8843479937090453,3.104329784565569,127,0.1779749939939292,0.5120245709592003,127,0.1752490879423647,0.3722158334937039,125
10069,2.091000843962961,3.1661062125271706,42,1.1793410525188324,5.357919488054877,127,1.2067624308708165,3.650496315166559,114
10075,3.051738757556852,10.91885746589742,127,0.30189048418397835,0.9601417236041481,127,0.22169045649888708,0.5052915176426462,127
10128,1.0548726466268352,4.571974543574434,127,0.21891876221630943,0.5153583504424358,122,0.1860832343928387,0.39126401670298483,126
10280,3.279120998134611,4.896821594313951,66,0.8231615624347278,2.4836856147981696,78,1.2227487799066428,3.561751003533298,112
10282,2.2557579721059424,3.3450774244874877,42,0.912255583195411,2.681550018054666,127,1.0641178976205743,4.096122947143104,127
10301,0.4174287761571646,1.2807624322567361,127,0.1452402348307376,0.3217038016312345,126,0.22187844157461822,0.4546601107197609,125
10302,1.2272780031376784,3.508808641270736,108,0.26887625993394515,0.733309060828206,127,0.17702308586891696,0.46970033499227265,127
10303,0.6428438271052221,1.6459130929121917,127,0.12637226204477903,0.3383231318765695,127,0.23053465238687124,0.5111565894474962,127
10304,0.3976224012975599,1.1780455424096068,127,0.16119509311563301,0.30057344561453614,127,0.23329337411043213,0.44020969795076753,127
10305,0.5342333045816591,1.709889274197752,127,0.14606657840510293,0.3681647244171446,126,0.21485591232929901,0.5039302983466233,127
10306,0.43028133836806,1.1758749536915583,127,0.165988505376113,0.37619346862672004,125,0.23552466378535453,0.5080074356371946,127
10307,1.1194690898982753,3.1544732803927915,99,0.24876904008340217,0.6603564608408985,127,0.41002072050045985,1.1353023279436438,127
10308,0.9247661456323463,4.135065843604332,127,0.19073173695781392,0.485982724731527,127,0.4117661220665356,1.0924051685736762,127
10309,0.5560774088657745,1.6370641587433754,127,0.16027975494603564,0.4304540184784184,127,0.23503985613561912,0.6016676231234126,126
10310,1.1653347780776129,4.220129597774096,126,0.17169005449342753,0.37822052833381703,127,0.18450539788004722,0.4516154159020998,127
10312,0.3377647459711817,1.0772996318824113,127,0.18176922481341906,0.41388317846035194,127,0.3082392826482736,0.5551550750170637,127
10314,0.2554707443203106,0.7094975963330543,127,0.19207521185192583,0.3966093253237088,127,0.2102543266249924,0.4124531921294109,124
10451,0.5791362903845952,1.4799720892629473,117,0.2295761311059332,0.5185791874441179,127,0.3138765909365207,0.6213147826997044,127
10452,0.653711349494448,1.8087564784208638,119,0.21266838926628998,0.3449550973635148,126,0.2592216867371795,0.5004992993064762,125
10453,0.4251658111389815,1.1965147450601408,127,0.23002862032806115,0.4392024233878209,127,0.2745736192622141,0.4800555474148779,124
10454,0.7003190894625847,2.6739054769323665,127,0.1940437962161258,0.4282273118145749,125,0.21268942508587801,0.426006999063821,124
10455,0.6544959504533514,1.5421541787183635,105,0.1750364026838078,0.36515332078547386,127,0.2819959579832685,0.4771687611491455,127
10456,0.3650375078819696,1.168479380343145,127,0.2715489250094911,0.47483031377641977,126,0.40033985002562095,0.6039191915714042,127
10457,0.3968966347284879,1.1740665867568476,127,0.22432784152992713,0.39592608879250246,123,0.3475493851854086,0.5719592755472545,127
10458,0.3846895154083648,1.1593249812742226,127,0.2172346258669964,0.41719365272476866,116,0.2582513266045725,0.43592126208585136,127
10459,0.6612084758237946,1.6496985563593858,111,0.15951119685088908,0.3695072218416344,127,0.24476624890967663,0.4389490586660652,112
10460,0.5885499893603662,1.887950707502239,127,0.1821074124465307,0.3234953069805306,126,0.2452240240725249,0.44436134703055036,126
10461,0.49035874528773504,1.3995635194557696,127,0.16397024223057466,0.44574914750279154,127,0.18171942367315277,0.41350091671537115,127
10462,0.6123057238768973,1.4112290278580693,104,0.1723487052324972,0.4448870684162797,126,0.21530618289512424,0.4244055358056317,126
10463,0.5646019815261213,1.925710838939547,127,0.15897850070432445,0.3422054057658753,126,0.20836871909151078,0.4215627478704143,125
10464,4.269511367952253,7.133727175576599,97,0.5543337714115891,1.5639178598994825,123,0.5012881454939049,1.7299046203484088,127
10465,0.4773896467782316,1.593807786865818,127,0.14464881061475218,0.31508942185406547,126,0.18882311115849115,0.40997159100540354,127
10466,0.3232126998701105,0.9238274657693348,127,0.17908910663138802,0.3861803875245159,127,0.2196919799687948,0.45976596479106896,126
10467,0.3559195039732448,1.0509194525255363,127,0.22725432250611055,0.4424898499717733,127,0.290501207490356,0.5637770364540117,125
10468,0.6271680339049467,1.6059632352368354,113,0.17014508682104282,0.3427493130313175,121,0.23313515182861133,0.49375426221176205,122
10469,0.2884849598611699,0.8333536441703162,127,0.14551606643637108,0.3082645490159233,125,0.2684045943661723,0.5272456049343338,127
10470,1.000104637636145,2.8134086667237472,94,0.21698767532807228,0.6071041517171077,127,0.20375860980346366,0.5191718772872568,127
10471,1.0292500855090694,4.140118851399862,127,0.24749559449899003,0.6577099281566355,127,0.20626093608325816,0.4288928376733162,126
10472,0.5869411736745717,1.4037377082088354,127,0.17634345104047852,0.34585720412933946,124,0.20683606172704613,0.34198294117108247,126
10473,0.5880471960089696,1.5113635269258257,120,0.13522956408949657,0.34632907820306824,127,0.1954497851838612,0.43158603321758326,127
10474,1.1260326179326572,5.040013677980929,127,0.16042202809611494,0.4125070621103463,127,0.15247425654375574,0.39246283145688504,127
10475,1.1342506415529434,3.914011631616111,122,0.1449843305617728,0.3237012780972914,127,0.17248467006221005,0.3469690084030776,126
11004,1.0782051419861352,3.053452869224107,97,0.41411996350664243,1.0940521279311737,127,0.2162625886173122,0.5652074722818534,127
11101,0.5057079651096875,1.370582576506047,127,0.14694693576298926,0.2743133898732064,127,0.29527958535324755,0.6002647223212706,126
11102,0.9482932900723537,2.835184155399476,89,0.22134709461886692,0.6444777415341888,127,0.1775654689125704,0.442992374595436,127
11103,0.9083692765481081,2.805859667823917,81,0.2238794867566423,0.47198595551464745,126,0.17607967614709075,0.4303840290328349,127
11104,2.4814448746805384,9.920617053927339,127,0.25613112750133515,0.7021585568672458,127,0.18095655542647301,0.5101977726189489,127
11105,1.1600880585959128,3.8444759392242562,119,0.18385362680304018,0.5048838021280064,127,0.2058446759753514,0.444224578884442,118
11106,0.9470610568080875,2.8131267806535476,90,0.1699767945597333,0.49139205073330117,127,0.1672975827730457,0.34297722369486183,127
11109,2.2557579721059424,3.3450774244874877,42,0.84681742374926,2.8429595761154727,127,1.1111607502721357,3.1368172404591665,98
11201,0.4112697929605554,1.1581816042208328,127,0.22278952155835308,0.3878983660197969,127,0.317103757822091,0.533861722638013,127
11203,0.33899942821220047,0.9976340015418012,127,0.18329648694696943,0.4009577421541491,126,0.2279914479522281,0.4362721718000884,127
11204,0.5934342266126886,1.4616452038151233,111,0.17466054397975603,0.4371325095482536,127,0.18507675347326788,0.3900221309751206,125
11205,0.6196372138154783,1.4349168964166599,127,0.17841979002344435,0.43863733566536744,125,0.21607226722418393,0.4212375792146249,126
11206,0.4388631593470444,1.2303933970611363,127,0.3051695935371655,0.5808662589078123,126,0.37326470688451857,0.7727924495950012,126
11207,0.2831632546863243,0.8179544900590325,127,0.25902651205788807,0.529866484023915,123,0.37664667158027326,0.6937548497246354,127
11208,0.3696449071370219,1.0603703143455252,127,0.1919651394662347,0.3463014596636762,123,0.3250946980337727,0.6076442892205964,126
11209,0.6071994919132617,1.670852590478,119,0.153157908610968,0.3851086169467045,126,0.19375627304269546,0.46861433859855434,126
11210,0.44252079218847123,1.3223813004942035,127,0.1614698079631602,0.3539319660656749,127,0.2163609859382067,0.4528416625350315,126
11211,0.6505511777448713,1.694773148820912,127,0.17238533938693393,0.46098736277525904,126,0.23077476681178874,0.47821550135160484,125
11212,0.3838543090527284,1.1949880077183141,127,0.27099262058456997,0.5259830255369882,124,0.344031876804402,0.6069171154629515,126
11213,0.4655843089116575,1.5136280733643064,127,0.1671114302816884,0.30172172696026117,127,0.24579843854503516,0.4896621395732759,126
11214,0.5684646686106962,1.6810444213787348,124,0.16584479192007093,0.3491343910041481,126,0.22043083104853753,0.5253359394424681,126
11215,0.5111116566163506,1.4400738646785114,127,0.1620269146038778,0.3657646130807118,125,0.23013268764957917,0.4376134093016627,121
11216,0.5598384261661055,1.339537375584417,111,0.14630242571972174,0.3495458473721711,126,0.21757899534951997,0.4389915235892964,127
11217,0.5751986503838017,1.6750746811420956,127,0.1574700374440563,0.38857966475742095,127,0.22318105818142184,0.47187324988508333,127
11218,0.5871757678540891,1.9465757921118323,127,0.19133425554541983,0.4682629562430364,126,0.18040553694621753,0.41420488308769676,127
11219,0.5489618977536682,1.685312045191368,127,0.20256637162859673,0.49493905219807727,127,0.17744754851036748,0.39444225676742517,127
11220,0.5114575400154684,1.6247347899722264,127,0.17690579739985546,0.44680263613918647,126,0.21471187743355682,0.4856293445188293,127
11221,0.33411061690201876,0.9226914354799177,127,0.2482610716795589,0.4687075562979909,125,0.36186501774319413,0.5936429365653317,119
11222,1.0127092342739317,4.186059129591978,127,0.1665275283084755,0.37895054133039774,127,0.1916419715100994,0.4104853934052292,122
11223,0.435252383538649,1.2728465906087074,127,0.15831384552203406,0.34863428439624256,126,0.19765844700423607,0.3797659972091893,119
11224,0.6340222369355452,1.4873564778768267,110,0.1866510210285267,0.43994432723566973,127,0.22130240923741826,0.4267431552735074,127
11225,0.6491090488398944,2.1234720110966308,127,0.19901596312798017,0.5310267578649723,126,0.21830234184210748,0.40124703595586747,126
11226,0.32311478280419004,1.0184807100627689,127,0.22565231119208823,0.45121658471137266,127,0.30405385993303324,0.5722623004049382,127
11228,0.7649469164746042,3.314202309999193,127,0.19600237116475336,0.4946941054211792,127,0.20887822500083406,0.48206841869393385,127
11229,0.4609499359886787,1.3929292392787993,127,0.17883031244745465,0.3522796327158868,127,0.21483145552578548,0.414419096908219,124
11230,0.4106042085171589,1.0881803327985062,127,0.17543231663417277,0.4910258389624262,127,0.2139242674346012,0.4329764955212141,126
11231,0.9235428594779886,4.085753336017633,127,0.16095560656625035,0.42195551448608676,127,0.22212807881199254,0.45839243488330883,124
11232,1.0594634775855778,3.1006120069553984,91,0.15194554814991207,0.3634240020150202,126,0.1732391516405399,0.4617713771852556,126
11233,0.4237155826064924,1.144121226662942,127,0.20434684931800084,0.39654864342682095,126,0.28335491376722666,0.45994100755931633,125
11234,0.23086686085222768,0.6859843445224408,127,0.20872311864117118,0.5244600271016917,127,0.2559448704762776,0.5131799641583251,126
11235,0.40159559738709544,1.1562567348665258,127,0.15505631792266894,0.34683374705427894,127,0.21241793172621903,0.5312483428056752,126
11236,0.24400957434235324,0.6149701907198843,122,0.17290883962761844,0.336526083913935,125,0.23762851748332786,0.45091055795883844,126
11237,0.9703388720349135,4.026945033648606,127,0.17183085442407764,0.3924520865944647,126,0.23297688322633778,0.5957429907324676,127
11238,0.67658984572331,1.8753417608984844,127,0.18713667688951902,0.33693019427953397,127,0.2417714211416492,0.4442605201905195,118
11239,0.8226944406425349,2.448996651808157,76,0.2834329539430718,0.7299441677824648,126,0.1637856258086804,0.5101506098259921,127
11354,0.5343874079129374,1.7310663773628745,127,0.1727156309949045,0.4486746938485947,127,0.17436245414131193,0.3208660307332439,117
11355,0.6563555003237507,2.4705687767068936,127,0.16634257569958075,0.44390595195590604,124,0.15762087107729628,0.3965277681217702,127
11356,0.9282209054773594,3.5262430789697876,127,0.21377961859548797,0.5525083417976109,127,0.19558400259651287,0.5136207748079639,127
11357,0.6434280386133522,1.975480032294493,124,0.23856615717845253,0.761028908487011,127,0.21165499694571702,0.48705238362670045,119
11358,1.4604449790900298,4.234263868627613,113,0.2788902190440401,0.7485211555337284,127,0.20206904012643634,0.5141189114019771,126
11360,0.9940086141349079,4.113891267993363,127,0.3606056646798668,1.1507568569940256,127,0.2774447577116536,0.6267585402168675,127
11361,1.0641178976205743,4.096122947143104,127,0.24607373017181303,0.6255063768355023,127,0.1947275467726683,0.5161539335263021,127
11362,0.9293866720295064,2.801442731380468,87,0.3810923196917195,1.0640950793142507,127,0.22855434758078513,0.7155895737616399,127
11363,4.1463844589505605,11.102693021511737,127,0.737375621211702,2.7724724221287347,127,0.5128973457913072,1.8051176907883133,127
11364,1.2025707372150356,3.3943748436699615,100,0.20135815092115217,0.5665827644320807,127,0.1979720665188003,0.5132064704607345,127
11365,1.1802853142491225,4.108807777881463,122,0.21467382052130696,0.5614761249456808,127,0.20973810070722157,0.559588650151806,127
11366,0.9282209054773594,3.5262430789697876,127,0.4367412697229142,1.26364218182355,127,0.28168707474418964,0.7355153020523814,127
11367,0.8133076422922917,3.341732759375188,127,0.20368400004902293,0.570971974483459,126,0.20800094041720318,0.58985014585603,127
11368,0.5075766683504054,1.5727781839816934,127,0.1559936946555441,0.3243119011902333,127,0.2232186002694633,0.4415139175161576,121
11369,0.6171509136053626,1.5477453539479324,127,0.21791825876213852,0.6283484741357017,127,0.20941148728899397,0.39953374068717723,127
11370,0.8252571358876356,2.4141750334240966,75,0.47083180045585404,1.4468679002546394,127,0.20667128941069995,0.6019759296991297,127
11372,1.1199519691126596,3.9506015369741223,123,0.1746329680695197,0.5010861058053013,127,0.1766549452982612,0.4069419554873552,125
11373,0.6268238430465922,1.5889326689184993,127,0.165827908541487,0.42623403462974935,127,0.18270707679341167,0.39981347139438694,122
11374,1.2068525111504804,3.4419993607557795,107,0.19491941498289217,0.5199022334733001,127,0.14942685121751764,0.4251269921872229,127
11375,0.6286239390413134,1.5726583360742472,113,0.15852720190572236,0.39331749509283875,127,0.177455664673944,0.36378456767209444,127
11377,0.5812353057799061,1.444270407110404,111,0.18638518562194864,0.39363413265323677,123,0.167489924085172,0.4261230842589945,127
11378,1.197317033843235,4.076561442141459,122,0.20562095480782608,0.48920565292260215,126,0.21520729119002596,0.4651427125064102,103
11379,1.0250115876670771,4.3345819928317075,127,0.24593513601549896,0.6466691591556196,127,0.188546075029368,0.48466582918864054,127
11385,0.48388376111464454,1.3329449664288784,127,0.1665024985863877,0.3569080565957316,121,0.2914787809846858,0.5265014649955174,124
11411,0.6639282358684149,1.6026471330990795,111,0.4666662586828028,1.2106449086677697,125,0.2146704912153722,0.5731755930536127,127
11412,0.42654468947950985,1.1646686220448623,127,0.2561248532885711,0.6703114687007019,126,0.15097668219902594,0.34131966396549684,127
11413,0.3056446937460547,0.9074833636827105,127,0.21125979396405772,0.5575125350305353,127,0.1703635036048817,0.3937758374084431,127
11414,0.5432486527432034,1.7305551929894878,127,0.24011965600133206,0.7297866627126026,127,0.202661211264573,0.4659121578600484,126
11415,1.5578278892686261,7.152768842369652,127,0.314321098284012,0.9002473170057281,127,0.2596971059661033,0.7569353446955599,127
11416,1.1351829015746953,3.19420253163147,100,0.3061673252678677,1.0450527286857605,127,0.20876117416821643,0.582044275327957,127
11417,1.163373146933516,3.580308036422239,116,0.2512041610722635,0.7744922330108678,127,0.17584362133187353,0.4747364750054671,124
11418,0.926977905599592,3.9132871141050636,127,0.20869384102091046,0.5000799450722861,125,0.18628745967380356,0.42852636401414795,126
11419,0.58470837794279,1.4811834205026246,114,0.1622700221847303,0.3099128685560444,122,0.15174873854093762,0.396882604334887,127
11420,0.4885106967081187,1.5372513143735376,127,0.19318905753214058,0.59725333843035,126,0.15145633929817773,0.3638857071438193,127
11421,1.2222363813687862,4.338467225545764,124,0.2087742626722211,0.6086824203545698,127,0.15375175247565723,0.477984101410498,127
11422,0.37839662831389415,1.0939027442306413,127,0.2216435546151797,0.5897011088755643,127,0.1898869678442077,0.4105206290140842,124
11423,0.6199375532517823,1.4975186734761148,104,0.3016260902949567,0.8466601017494355,127,0.14951624158272764,0.4209815378810964,127
11426,1.017595528285318,2.9632306838362497,92,0.4705120759091807,1.2692431156956645,127,0.2782963907529749,0.7992489193353842,127
11427,1.1801421657877098,3.312453357224524,103,0.30680603434064724,0.9312896647367713,126,0.16991799401361987,0.5686670764848507,127
11428,1.2331334050639235,3.472361961720352,102,0.41204207106594115,1.0845444317239064,127,0.24591467127656427,0.6475787070491692,127
11429,0.47576495225830107,1.3676155044503306,127,0.24660912480021208,0.7922752261053714,127,0.19375318781563758,0.5221264951422108,127
11432,0.4629451152859993,1.4830527189650675,127,0.16109885836561672,0.3671162835521187,127,0.1914047551027935,0.36594561745404786,125
11433,0.467560273869763,1.1702348228182349,127,0.16426399483779563,0.4450836205966709,127,0.1562371573507627,0.3819408028476355,127
11434,0.2584231453925288,0.8291561260591214,127,0.16385778150166555,0.3721095646454783,115,0.18964024226856505,0.3940263253439948,126
11435,0.5291488892304156,1.763290971509269,127,0.16046395050091328,0.4014792636275563,126,0.1935077289018811,0.3786261265807192,123
11436,0.6487213655801749,1.5613771907246854,127,0.28756718656695013,0.8391690611627414,127,0.20402805832895338,0.4770286427042843,124
11691,0.2919034563266268,0.8626856861213709,127,0.19319953996017,0.4396774928135725,126,0.24237319890491518,0.4893224104354492,126
11692,1.176523431883237,3.3086773189476575,97,0.2965543856282522,0.7307916529905089,127,0.22949929234826552,0.4674966808503278,127
11693,0.8792660121346294,2.9691600872401893,127,0.3223794547016796,1.0197137822009867,127,0.18485531472061378,0.5117801887246214,127
11694,1.2143718953322455,4.045278368431231,119,0.21673428114080806,0.5907380015247405,127,0.19758122615142976,0.5783212665068597,127
11697,3.6299419603773826,5.448791513990236,73,0.8814420420738961,2.543424588307246,75,0.8334535037673041,3.7146864597648785,127
